title,type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Rank,Popularity,Members
Shin Skyers 5 EX,Special,12,Finished Airing,29-May-15,,-,-,-,Unknown,"Action,Sci-Fi",24 min. per ep.,G - All Ages,N/A,11609,16665,82
Shinya! Tensai Bakabon Specials,Special,12,Finished Airing,"Sep 28, 2018 to Nov 30, 2018",,-,-,Pierrot Plus,Manga,"Slice of Life,Comedy",1 min. per ep.,G - All Ages,N/A,11634,13454,269
Si Hai Jing Qi,ONA,12,Finished Airing,"Aug 16, 2018 to Nov 8, 2018",,iQIYI,-,-,Novel,"Action,Adventure,Fantasy,Historical,Martial Arts,Military,Mystery",14 min. per ep.,PG-13 - Teens 13 or older,N/A,11713,13641,256
Skyers 5,TV,12,Finished Airing,"Oct 4, 1967 to Dec 20, 1967",Fall 1967,Tele-Cartoon Japan,-,-,Unknown,"Action,Sci-Fi",24 min. per ep.,G - All Ages,N/A,11725,12658,350
Sore Ike! Anpanman: Otanjoubi Series,OVA,12,Finished Airing,"Apr 26, 1995 to Feb 1, 1996",,-,-,TMS Entertainment,Unknown,"Kids,Fantasy,Comedy",30 min. per ep.,PG - Children,N/A,11807,14802,182
Stray Sheep: Poe no Chicchana Daibouken,TV,12,Finished Airing,"Oct 16, 2001 to Dec 22, 2001",Fall 2001,Robot Communications,-,-,Unknown,"Comedy,Kids",2 min. per ep.,PG - Children,N/A,11877,13748,247
Su Shen Xiao Ren,ONA,12,Currently Airing,"Oct 5, 2020 to ?",,-,-,-,Original,"Slice of Life,Comedy",Unknown,None,N/A,11879,16957,55
Sylvanian Families: Mini Story,TV,12,Finished Airing,"Oct 7, 2017 to Dec 23, 2017",Fall 2017,-,-,-,Game,"Kids,Slice of Life",3 min. per ep.,G - All Ages,N/A,11940,14563,197
Sylvanian Families: Mini Story 2nd Season,TV,12,Finished Airing,"Oct 3, 2018 to Dec 19, 2018",Fall 2018,-,-,-,Game,"Slice of Life,Kids",3 min. per ep.,G - All Ages,N/A,11941,16121,113
Tadaima! Chibi Godzilla,ONA,12,Finished Airing,"Jul 15, 2020 to Sep 30, 2020",,-,-,-,Original,"Slice of Life,Fantasy",30 sec. per ep.,G - All Ages,N/A,11957,16621,85
Tensai? Dr. Hamax,TV,12,Finished Airing,"Oct 6, 2007 to Dec 22, 2007",Fall 2007,"Trans Arts,Tohokushinsha Film Corporation",-,Production I.G,Original,Comedy,23 min. per ep.,G - All Ages,N/A,12077,14192,217
The Midnight★Animal,ONA,12,Finished Airing,"Aug 3, 2013 to Jan 22, 2014",,-,-,Gonzo,Original,"Action,Supernatural,Seinen",15 min. per ep.,PG-13 - Teens 13 or older,N/A,12112,12838,331
Usamaru,ONA,12,Finished Airing,"Aug 5, 2016 to Oct 21, 2016",,-,-,Craftar Studios,Unknown,Comedy,5 min. per ep.,G - All Ages,N/A,12387,14760,185
Velvet Underworld: Fragment Person,,12,Finished Airing,"Jul 18, 2009 to Apr 1, 2010",,-,-,GARDEN LODGE,Original,"Action,Music",3 min. per ep.,PG-13 - Teens 13 or older,N/A,12406,13053,308
Wan Sheng Jie 2,ONA,12,Currently Airing,"Oct 14, 2020 to ?",,Tencent Penguin Pictures,-,-,Web manga,"Slice of Life,Comedy,Supernatural",Unknown,PG-13 - Teens 13 or older,N/A,12430,10193,991
Wang Gu Shenhua Zhi Tian Xuanzhe,ONA,12,Finished Airing,"Apr 7, 2020 to Jun 16, 2020",,bilibili,-,Congzhuo Animation,Original,"Action,Sci-Fi",20 min. per ep.,PG-13 - Teens 13 or older,N/A,12433,11018,695
Wang Zhe Wai Chuan,ONA,12,Finished Airing,2018,,-,-,-,Unknown,Comedy,Unknown,None,N/A,12434,16893,61
Wangu Xian Qiong IV: Yin Yue Cheng Pian,ONA,12,Currently Airing,"Apr 16, 2020 to ?",,iQIYI,-,ASK Animation Studio,Novel,"Action,Adventure,Fantasy",17 min. per ep.,PG-13 - Teens 13 or older,N/A,12437,12858,328
Watanuki-san Chi no,TV,12,Finished Airing,"Apr 19, 2019 to Jul 6, 2019",Spring 2019,-,-,-,Other,Slice of Life,23 min. per ep.,PG-13 - Teens 13 or older,N/A,12470,9409,"1,427"
Watanuki-san Chi to,TV,12,Finished Airing,"Apr 6, 2020 to Jun 22, 2020",Spring 2020,-,-,-,Other,Slice of Life,23 min. per ep.,PG-13 - Teens 13 or older,N/A,12471,10633,813
Wo Shi Jiang Xiaobai 2nd Season,ONA,12,Finished Airing,"Nov 9, 2018 to Jan 25, 2019",,-,-,2:10 AM Animation,Original,"Drama,Music,Romance,Slice of Life",20 min. per ep.,PG-13 - Teens 13 or older,N/A,12506,9539,"1,347"
Wo Wei Ge Kuang Zhi Xuanlu Chongqi,ONA,12,Currently Airing,"Oct 2, 2020 to Dec 11, 2020",,"Shanghai Animation Film Studio,bilibili",-,Shanghai Foch Film Culture Investment,Original,"Music,School",Unknown,PG-13 - Teens 13 or older,N/A,12509,17164,34
Wuxian Shaonu 48,ONA,12,Finished Airing,"Apr 8, 2020 to Jun 17, 2020",,Tencent Penguin Pictures,-,Seven Stone Entertainment,Original,"Music,Fantasy",Unknown,PG - Children,N/A,12526,12135,437
Xia Gu Zhong An Zu,ONA,12,Finished Airing,2017,,-,-,-,Unknown,Fantasy,Unknown,None,N/A,12539,16722,77
Yakiniku-ten Sengoku,ONA,12,Finished Airing,"Dec 17, 2017 to Feb 25, 2018",,-,-,-,Web manga,"Slice of Life,Comedy",6 min. per ep.,PG-13 - Teens 13 or older,N/A,12592,12824,331
Yans! Gans! Meat or Die,ONA,12,Finished Airing,"Oct 2, 2009 to 2010",,Toho,-,-,Unknown,"Adventure,Comedy",1 min. per ep.,PG - Children,N/A,12614,13098,300
Yin Yang Shi: Ping An Wu Yu 2nd Season,ONA,12,Finished Airing,"Jun 26, 2019 to Oct 26, 2019",,-,-,"Blade,Thundray",Game,"Slice of Life,Comedy,Historical,Demons,Supernatural",5 min. per ep.,PG-13 - Teens 13 or older,N/A,12646,12532,370
